Age,Year,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
29.0,1996.0,Aug,2,Wednesday,Accura,Urban,Friday,Sep,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
39.0,1996.0,Sep,1,Friday,Mazda,Urban,Monday,Sep,3,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,500,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,Liability,0
61.0,1994.0,May,2,Tuesday,Toyota,Urban,Wednesday,May,2,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,3,more than 30,more than 30,none,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
40.0,1996.0,Jun,2,Friday,Toyota,Urban,Monday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,Liability,0
64.0,1994.0,Jan,1,Sunday,Pontiac,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,0
30.0,1994.0,Sep,2,Saturday,Chevrolet,Urban,Monday,Sep,3,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
72.68236,1995.0,Jun,2,Saturday,Toyota,Urban,Thursday,Jun,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,16,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision,0
40.0,1995.0,Nov,1,Wednesday,Mazda,Urban,Monday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,10,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
39.0,1994.0,Sep,3,Thursday,Chevrolet,Urban,Monday,Oct,4,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
22.0,1994.0,Dec,3,Tuesday,VW,Rural,Wednesday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,6,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Collision,0
51.0,1996.0,Aug,4,Tuesday,Toyota,Urban,Thursday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,9,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,All Perils,0
57.0,1996.0,Jan,2,Thursday,Ford,Urban,Thursday,Jan,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8,500,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,All Perils,0
30.0,1994.0,Apr,4,Thursday,Chevrolet,Urban,Tuesday,Apr,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,3 to 4,All Perils,0
40.0,1994.0555,Dec,1,Friday,Chevrolet,Urban,Monday,Jan,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
33.0,1995.0,May,5,Friday,Accura,Urban,Tuesday,Jun,5,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,All Perils,0
74.33865,1996.0,Mar,3,Friday,Toyota,Urban,Monday,Mar,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,2,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
28.0,1996.0,Mar,2,Saturday,Honda,Urban,Wednesday,Apr,3,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,7,400,1,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
40.0,1996.0,Jan,4,Saturday,Honda,Urban,Monday,Feb,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
53.0,1995.0,Dec,4,Thursday,Honda,Urban,Wednesday,Feb,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
0.0,1994.0,Jan,2,Friday,Honda,Urban,Wednesday,Jan,1,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,8,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,0
51.0,1996.0,Aug,2,Tuesday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,16,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1
43.0,1994.0,Jul,2,Sunday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
41.0,1994.0,Oct,1,Monday,Toyota,Urban,Monday,Oct,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,Collision,0
31.0,1996.0,Mar,5,Thursday,Toyota,Urban,Wednesday,Jun,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
61.0,1994.0,May,2,Monday,Chevrolet,Urban,Thursday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,0
66.05677,1994.0,Aug,3,Saturday,Honda,Urban,Thursday,Aug,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,400,4,more than 30,more than 30,1,7 years,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
32.0,1995.0,Mar,3,Wednesday,Mazda,Urban,Wednesday,Mar,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1
40.0,1995.0,Dec,5,Saturday,Mercury,Urban,Tuesday,Dec,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
59.66465,1994.0,Feb,1,Thursday,Pontiac,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
30.0,1996.0,Jun,2,Tuesday,Honda,Rural,Thursday,Feb,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
64.415726,1996.0,Jun,5,Monday,Mazda,Urban,Tuesday,Jun,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,16,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
28.0,1994.0,Mar,3,Monday,Mazda,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision,0
28.0,1996.0,Nov,2,Sunday,Honda,Urban,Friday,Nov,5,Male,Single,Policy Holder,Sport - Collision,Sport,more than 69000,6,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Collision,0
33.0,1994.0,Apr,4,Monday,Mazda,Urban,Tuesday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
55.0,1996.0,Oct,3,Saturday,Honda,Urban,Tuesday,Oct,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,13,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,All Perils,0
27.0,1994.0,Jan,1,Wednesday,Chevrolet,Urban,Thursday,Jan,1,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
34.0,1995.0,Sep,5,Saturday,Chevrolet,Urban,Monday,Oct,1,Female,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
37.0,1994.0,Feb,2,Wednesday,Honda,Urban,Tuesday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,6,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,0
28.0,1995.0,Oct,4,Monday,Honda,Urban,Tuesday,Oct,2,Female,Married,Policy Holder,Sport - Collision,Sport,more than 69000,11,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
39.0,1996.0,Aug,2,Saturday,Honda,Urban,Friday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,5,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
35.737495,1996.0,Aug,1,Friday,Toyota,Urban,Wednesday,Aug,3,Male,Divorced,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
49.0,1996.0,Aug,3,Sunday,Toyota,Urban,Wednesday,Oct,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,700,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,0
32.0,1996.0,Jul,2,Saturday,Pontiac,Urban,Tuesday,Jul,2,Male,Single,Third Party,Sedan - All Perils,Sedan,more than 69000,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
50.0,1994.0,Jan,5,Friday,Pontiac,Urban,Thursday,Jan,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,3,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
57.0,1996.0,Jun,4,Monday,Pontiac,Urban,Monday,Jun,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,9,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
64.0,1996.0,Dec,5,Monday,Honda,Urban,Monday,Dec,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,13,400,4,more than 30,more than 30,none,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision,0
34.0,1996.0,Dec,1,Saturday,Toyota,Urban,Monday,Dec,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
41.0,1995.0,Jan,3,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,15,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
63.0,1995.0,Nov,2,Sunday,Honda,Urban,Wednesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,700,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,Liability,0
27.0,1995.0,Jul,4,Friday,Mazda,Urban,Tuesday,Jul,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
61.0,1994.0,Oct,1,Thursday,Toyota,Urban,Friday,Oct,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
76.68809,1994.0,Sep,3,Friday,Toyota,Urban,Friday,Oct,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
39.0,1994.0,Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,7,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
49.0,1996.0,Dec,4,Saturday,Accura,Urban,Wednesday,Dec,4,Male,Married,Policy Holder,Utility - All Perils,Utility,40000 to 59000,8,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
56.0,1996.0,Jul,5,Tuesday,Pontiac,Urban,Wednesday,Aug,5,Male,Single,Third Party,Sedan - Collision,Sedan,more than 69000,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,0
43.0,1994.0,Jul,3,Saturday,Honda,Rural,Tuesday,Jul,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
63.0,1995.0,Aug,1,Thursday,Mazda,Urban,Thursday,Aug,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision,1
30.0,1996.0,Jan,5,Friday,Pontiac,Urban,Friday,Sep,1,Female,Married,Third Party,Sedan - Collision,Sedan,less than 20000,11,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
33.0,1996.0,Jul,1,Saturday,Honda,Urban,Friday,Jul,1,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,14,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
48.0,1995.0,Jan,1,Friday,Pontiac,Urban,Thursday,Feb,2,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,11,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
35.0,1994.0,Sep,5,Saturday,Toyota,Urban,Monday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
80.0,1996.0,Jul,3,Saturday,Mazda,Urban,Wednesday,Jul,2,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,5,400,2,more than 30,more than 30,none,7 years,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
48.0,1995.0,Mar,2,Saturday,Honda,Rural,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
50.3806,1994.0,May,2,Friday,Pontiac,Urban,Monday,Jun,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,13,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,0
25.0,1994.0,Sep,4,Monday,Toyota,Urban,Monday,Oct,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
32.0,1995.0,Apr,5,Wednesday,Pontiac,Urban,Monday,Apr,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,7,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
32.0,1994.0,Dec,2,Monday,VW,Urban,Tuesday,Dec,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
60.0,1994.0,Jun,2,Wednesday,Pontiac,Urban,Tuesday,Jun,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,Internal,more than 5,no change,1 vehicle,All Perils,0
41.0,1994.0,Dec,1,Thursday,Pontiac,Urban,Monday,Dec,1,Male,Married,Third Party,Sedan - Liability,Sport,less than 20000,15,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
27.0,1995.0,Dec,2,Tuesday,Mazda,Urban,Wednesday,Apr,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1
51.0,1996.0,Feb,2,Thursday,Toyota,Urban,Wednesday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,7,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
45.0,1996.0,Mar,4,Saturday,Honda,Urban,Friday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
53.0,1994.0,May,1,Monday,Toyota,Urban,Wednesday,May,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,16,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
51.0,1994.0,Jan,1,Saturday,Pontiac,Rural,Wednesday,Dec,1,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
31.0,1994.0,Feb,1,Saturday,Honda,Urban,Monday,Feb,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
26.0,1995.0,Jul,4,Monday,Honda,Urban,Tuesday,Mar,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,10,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
33.0,1996.0,Mar,4,Thursday,Honda,Urban,Tuesday,Aug,2,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,Liability,0
38.0,1994.0,Oct,2,Wednesday,Toyota,Urban,Tuesday,Oct,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
63.353348,1996.0,Sep,4,Sunday,Honda,Urban,Monday,Sep,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,16,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Collision,0
49.0,1994.0,Oct,1,Tuesday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,7,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
75.21407,1996.0,Mar,5,Thursday,Toyota,Urban,Monday,Apr,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11,400,2,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
53.0,1994.0,Oct,1,Thursday,VW,Urban,Monday,Oct,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,7,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,0
41.0,1994.0,Feb,3,Thursday,Honda,Urban,Monday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,Collision,0
44.0,1994.0,Feb,3,Wednesday,Mazda,Urban,Wednesday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
28.0,1994.0,Dec,1,Monday,Mazda,Urban,Tuesday,Dec,1,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
39.0,1996.0,Apr,1,Thursday,Pontiac,Urban,Monday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
40.0,1994.0,Nov,3,Friday,Accura,Rural,Wednesday,Nov,3,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,6,500,3,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,Collision,0
32.0,1995.0,Feb,5,Saturday,Toyota,Urban,Friday,Mar,1,Female,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
80.0,1995.0,Dec,4,Saturday,Pontiac,Urban,Thursday,Dec,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,Liability,0
21.297007,1996.0,Jan,4,Sunday,Honda,Urban,Wednesday,Jan,1,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12,400,3,more than 30,more than 30,more than 4,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,Liability,0
64.0,1996.0,Apr,2,Friday,Honda,Urban,Thursday,Apr,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
30.0,1995.0,Feb,2,Saturday,Honda,Urban,Friday,Apr,3,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,2,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
52.0,1996.0,Jun,2,Friday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
59.350716,1994.0,Jun,4,Saturday,Honda,Urban,Monday,Jun,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,16,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
76.0,1996.0,Dec,3,Friday,VW,Urban,Monday,Dec,3,Male,Single,Policy Holder,Sedan - Liability,Sport,40000 to 59000,11,400,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Liability,0
51.0,1994.0,Nov,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,7,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1
48.0,1995.0,Aug,4,Saturday,Ford,Urban,Tuesday,Sep,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,15,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
37.0,1995.0,May,5,Friday,Honda,Urban,Wednesday,May,2,Male,Single,Policy Holder,Sport - Collision,Sport,more than 69000,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
47.0,1994.0,Apr,1,Monday,Honda,Urban,Wednesday,Apr,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,2 to 4,3 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
62.9103,1995.0,Sep,4,Tuesday,Mazda,Urban,Friday,Feb,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
47.0,1994.0,Jul,5,Friday,Toyota,Urban,Friday,Jul,4,Female,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
47.0,1994.0,Feb,4,Saturday,Toyota,Urban,Monday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,15,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
49.0,1994.0,May,5,Sunday,Toyota,Urban,Monday,Jun,5,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,1,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
28.0,1994.0,Jan,3,Sunday,Mazda,Urban,Tuesday,Feb,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,500,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,Liability,0
28.0,1994.0,Jan,3,Saturday,Mazda,Urban,Tuesday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
