cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,A,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,J,A,A,A,L,E,G,M,F,BI,BT,A,AQ,AO,J,R,HV,0.66248,0.555782,0.215772,0.802892,0.560299,0.7458653,0.49280506,0.45289,0.7874784,0.73106,0.550529,0.519456,0.826353,0.7578682,1879.5571
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,K,G,A,F,A,F,H,F,B,BI,BC,A,T,AE,A,K,KW,0.475784,0.15999,0.462347,0.236924,0.422268,0.456654,0.34319672,0.36083,0.4150731,0.43919,0.415029,0.387819,0.327393,0.24061672,5013.7026
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,A,T,K,A,A,A,A,E,I,H,G,BI,CO,C,E,BC,V,O,CI,0.338258,0.422197,0.26357,0.373816,0.46128836,0.314683,0.31355754,0.3648149,0.36091,0.21983,0.24541,0.270746,0.363547,0.21688423,2191.2874
A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,D,D,C,B,D,B,A,A,A,A,A,D,B,C,E,A,D,T,G,F,A,A,M,F,E,L,K,C,DW,A,AT,AF,A,Q,HM,0.56864554,0.245921,0.21076638,0.373816,0.543117,0.8581,0.64155257,0.53642,0.4832,0.7435935,0.705501,0.761665,0.8692164,0.48981944,801.4222
A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,N,O,A,A,L,M,F,F,K,BI,CS,C,AR,AV,A,O,HX,0.56721,0.422197,0.397983,0.383428,0.543117,0.7487726,0.6225371,0.58354,0.52728,0.55533,0.946375,0.935432,0.6933011,0.715567,4208.695
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,F,A,A,A,A,E,I,E,B,BI,CO,C,C,BM,F,L,CK,0.277834,0.785784,0.745801,0.713852,0.9031902,0.24212833,0.308469,0.47669,0.30859,0.3148,0.2734441,0.295524,0.345247,0.26033923,1985.0084
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,A,A,A,F,E,F,F,D,BI,BT,A,Q,AD,F,J,HB,0.51056,0.620805,0.634224,0.309621,0.725503,0.4898814,0.90881515,0.5006,0.41471,0.43919,0.6075,0.594646,0.30250698,0.71657836,6855.113
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,C,E,E,A,D,I,A,A,A,E,E,O,J,A,BI,DK,C,O,AS,A,O,DJ,0.273204,0.358319,0.484196,0.432728,0.281143,0.29169098,0.3953022,0.566,0.30859,0.2123,0.223038,0.255941,0.256038,0.8133979,1410.2457
A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,B,C,B,B,B,A,A,B,B,H,D,D,D,E,E,A,P,M,A,A,A,D,F,H,F,B,BI,CO,A,P,AE,I,N,DJ,0.325401,0.488789,0.65431,0.373816,0.602545,0.48072624,0.45282546,0.36083,0.37429488,0.36974,0.441763,0.387819,0.321548,0.5995451,3726.299
A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,A,A,P,I,D,A,B,F,E,E,K,B,E,EB,C,AX,AD,A,P,GS,0.70022,0.422197,0.462347,0.373816,0.78323,0.541712,0.57066965,0.58354,0.55456877,0.56947577,0.588753,0.576121,0.333292,0.18088935,973.29565
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,E,E,E,A,S,G,A,A,B,D,E,J,F,I,BI,DW,A,O,AG,A,D,FE,0.284869,0.422197,0.506105,0.761209,0.850206,0.2785648,0.29845,0.43518,0.26401,0.30325186,0.199654,0.220003,0.310026,0.46719277,3907.1733
A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,D,B,C,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,F,Q,A,A,D,E,I,G,B,BI,CQ,E,H,BG,A,A,CP,0.351358,0.358319,0.54977,0.222469,0.281143,0.287716,0.32752103,0.26847,0.33237,0.25689152,0.24541,0.247316,0.315758,0.3902794,6257.335
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,B,H,C,D,C,E,A,D,T,F,A,A,A,I,F,E,C,E,BI,AC,A,AS,AN,A,O,DJ,0.478678,0.737068,0.54977,0.327354,0.281143,0.8790986,0.9806651,0.32843,0.521,0.80569,0.797841,0.785706,0.768525,0.67595714,2109.5308
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,A,A,A,M,F,F,E,G,BI,EB,C,BA,N,A,O,HK,0.894333,0.555782,0.280933,0.62377,0.281143,0.85613704,0.54888844,0.9702264,0.93394816,0.8351,0.771508,0.7905715,0.8255193,0.770525,656.48773
A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,D,A,A,A,A,A,D,D,D,E,A,A,P,L,Q,A,A,H,E,G,K,B,BI,CL,A,AV,AK,A,K,LV,0.538034,0.737068,0.336963,0.809278,0.78323,0.507115,0.42767137,0.5245,0.46853,0.52221,0.453334,0.40609,0.318646,0.6772063,6882.6733
A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,H,G,A,B,E,E,G,O,B,BI,DW,A,K,AQ,A,J,GS,0.642763,0.299102,0.419161,0.614134,0.281143,0.45446762,0.46596813,0.33906,0.46853,0.5564304,0.453334,0.40906733,0.31314868,0.4733163,2054.5972
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,D,D,C,E,A,A,M,I,A,A,B,F,E,F,F,A,BI,CO,A,H,N,C,P,HQ,0.649393,0.358319,0.527991,0.383428,0.281143,0.5409337,0.5791196,0.36083,0.5681862,0.56081,0.550529,0.576121,0.333292,0.28807265,431.55585
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,G,A,A,C,E,E,H,F,B,BI,CT,A,U,BM,A,P,DP,0.359329,0.488789,0.298977,0.9128214,0.666857,0.2873987,0.29863286,0.61229,0.32128,0.35434,0.24541,0.255941,0.282249,0.69708294,2830.7354
A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,K,A,B,A,D,E,F,F,B,BI,BC,A,A,AF,F,L,GS,0.3153,0.681761,0.54977,0.604408,0.551723,0.18637119,0.24896252,0.46477,0.32128,0.23148,0.275431,0.270746,0.318646,0.23342891,869.24414
B,B,A,B,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,O,A,A,D,K,E,J,E,B,AR,CO,C,AI,AX,A,N,GS,0.296829,0.737068,0.634224,0.383428,0.534484,0.219274,0.29942197,0.36083,0.32128,0.27777,0.204687,0.204687,0.336261,0.24107234,9109.569
A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,I,D,A,A,G,E,I,L,K,BI,EB,A,J,AT,E,O,AJ,0.311557,0.199504,0.54977,0.25151733,0.38056,0.48414662,0.377003,0.34445,0.37458,0.39599,0.341813,0.38166913,0.605077,0.8106136,864.6878
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,O,A,A,B,G,E,G,H,K,BI,CO,A,J,AG,C,N,DP,0.464228,0.555782,0.54977,0.65513736,0.4871232,0.5217053,0.51243174,0.42345,0.5189,0.69224876,0.58733094,0.594646,0.56962067,0.27093443,5051.275
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,A,A,A,C,F,E,K,M,D,BI,AC,A,AD,AS,A,K,IH,0.273204,0.78336924,0.944251,0.327354,0.281143,0.44648352,0.5216644,0.50658,0.31399,0.3148,0.441763,0.424625,0.315758,0.3439326,2643.262
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,A,A,D,D,C,E,A,C,T,I,A,A,B,F,E,F,K,G,BI,CO,A,K,Y,J,O,GK,0.901249,0.555782,0.215772,0.284048,0.62401193,0.8620816,0.44376,0.8256771,0.94438,0.83679223,0.6075,0.675759,0.824432,0.5998055,870.1157
A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,I,D,A,A,D,E,I,F,B,AB,CL,C,L,AX,A,L,DC,0.329232,0.299102,0.527991,0.554673,0.422268,0.24101661,0.27873418,0.32843,0.3176046,0.25604,0.239678,0.236124,0.324464,0.63293576,1715.4197
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,E,C,T,F,A,A,B,H,E,G,H,G,BI,DW,C,AL,N,A,A,LY,0.8272063,0.358319,0.280933,0.713852,0.281143,0.535867,0.41107994,0.5245,0.9093381,0.58693504,0.453334,0.443374,0.689974,0.7433358,3434.1196
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,G,A,A,C,G,E,H,F,B,BI,EB,A,AI,AM,A,K,HK,0.484469,0.681761,0.506105,0.844287,0.82168,0.37728426,0.350175,0.49462,0.45391,0.50556,0.519491,0.538473,0.363547,0.27925125,936.6609
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,G,H,C,D,C,E,A,D,T,I,A,A,C,I,E,F,L,E,BI,EB,A,B,J,A,O,GH,0.532264,0.620805,0.80643,0.267727,0.281143,0.8613519,0.8958975,0.49462,0.64296,0.7877,0.698978,0.698722,0.810511,0.39198,683.8403
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,B,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,K,A,A,B,D,E,J,H,B,BI,BP,A,AY,AK,A,L,DK,0.360665,0.681761,0.54977,0.452887,0.9190252,0.240069,0.279895,0.24564,0.32128,0.31003,0.223038,0.220003,0.41743,0.8390926,1878.717
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,G,A,A,A,D,E,I,K,B,BI,CQ,A,AB,L,C,N,LB,0.277834,0.555782,0.65431,0.373816,0.61906,0.28605047,0.2993933,0.43518,0.30608204,0.28677,0.307628,0.27394974,0.339244,0.29476616,717.51776
A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,I,A,B,A,D,G,G,N,B,BI,CX,A,BA,N,Q,J,IT,0.73302096,0.620805,0.215772,0.882607,0.831634,0.44300207,0.37192616,0.45883,0.5063,0.57172,0.678924,0.68675923,0.339244,0.37740448,1686.1481
A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,C,C,T,I,A,A,C,M,F,F,E,G,BI,CL,A,S,AD,V,O,EC,0.906291,0.299102,0.317666,0.309621,0.281143,0.76591766,0.68896955,0.34445,0.86299,0.67554,0.832976,0.852865,0.704052,0.23539074,1899.1912
A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,O,A,B,C,D,H,H,F,B,BI,BT,A,AN,BM,A,J,DC,0.458463,0.358319,0.506105,0.252014,0.696981,0.37075144,0.362399,0.36636,0.39046,0.37493,0.42148995,0.44235414,0.287682,0.24508108,803.09344
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,D,B,A,B,C,B,A,A,A,G,H,D,D,E,E,D,E,R,K,R,A,A,E,E,G,M,F,BI,BP,E,U,AD,A,M,HK,0.5525597,0.422197,0.592681,0.336414,0.78323,0.62026,0.50357234,0.39455,0.521,0.55788076,0.558237,0.519456,0.605077,0.2835304,4760.807
A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,F,G,A,A,O,E,E,G,B,BI,CS,C,AI,L,A,K,DJ,0.23110262,0.785784,0.57136,0.373816,0.295397,0.252511,0.30307013,0.32843,0.31945,0.28911027,0.24541,0.26476,0.31919265,0.61411834,2737.0618
B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,A,C,B,D,B,A,A,B,A,A,D,B,C,E,C,D,T,I,O,A,A,G,E,G,I,K,AB,CO,C,AN,X,A,O,GI,0.501862,0.422197,0.24446374,0.189137,0.422268,0.677761,0.46831632,0.54236,0.44352,0.69471,0.415029,0.40609,0.689974,0.4748103,9927.575
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,D,A,A,G,M,F,F,D,BI,CL,C,AH,AF,A,D,HQ,0.553846,0.827585,0.819748,0.236924,0.7676999,0.5360361,0.8923121,0.4135685,0.479,0.54983,0.932195,0.926619,0.339244,0.25145075,1454.4167
A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,B,B,C,A,B,C,B,C,B,A,A,A,A,A,C,D,E,E,A,E,R,H,D,B,C,G,H,G,I,F,BI,BP,C,AX,AN,A,N,HX,0.597726,0.488789,0.61366,0.373816,0.473767,0.6478344,0.5137186,0.50658,0.64873,0.5,0.797841,0.810292,0.689974,0.2107809,2520.5977
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,E,D,A,B,Q,F,F,L,K,BI,AP,A,AO,L,A,Q,KR,0.56887645,0.555782,0.397983,0.679338,0.281143,0.78973,0.64663434,0.819,0.64873,0.57172,0.797841,0.790803,0.814573,0.30333605,4162.1846
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,C,B,A,A,A,A,A,C,B,E,E,G,E,R,G,D,A,A,G,F,F,M,F,BI,EB,A,AA,Q,A,P,HK,0.720498,0.358319,0.174588,0.584712,0.758711,0.755048,0.49341068,0.45883,0.81945,0.79863,0.415029,0.387819,0.78245,0.23787886,3570.6953
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,D,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,H,A,A,C,Q,F,E,E,B,BI,EL,E,AN,H,A,P,AJ,0.834747,0.358319,0.440642,0.373816,0.281143,0.666096,0.72743124,0.33906,0.62542,0.73106,0.705501,0.698722,0.342239,0.2057486,4654.125
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,D,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,F,A,A,B,K,E,I,F,B,BI,DK,A,M,BF,A,K,CP,0.286052,0.785784,0.792378,0.189137,0.372405,0.220686,0.3295594,0.27797,0.32128,0.28232962,0.26014,0.26476,0.282249,0.7235293,805.2293
